Name,Team,Pos,YDS,TD,INT,YPA,ATT,YDS.1,AVG,TD.1,REC,YDS.2,AVG.1,TD.2,YDS.3,TD.3,YDS.4,TD.4,Health_Risk,Previous_Points,Age,Dynasty_Age_Factor,Targets,Snap_Pct,Points,Rank,Tier,Overall_Rank
kyle trask,TB,QB,203.0,1.0,1.0,6.8,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,,1.0,0,0,8.78,70.0,14.0,487
joe milton,DAL,QB,193.0,1.0,1.0,6.4,5.0,28.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,8.504999999999999,71.0,15.0,488
stetson bennett,LAR,QB,192.0,1.0,1.0,6.4,4.0,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,8.469999999999999,72.0,15.0,489
durham smythe,CHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,9.6,0.0,0.0,0.0,0.0,0.0,1.0,5.3,,1.0,0,0,8.45,96.0,20.0,490
charlie jones,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,83.0,0.0,1.0,4.5,,1.0,0,0,8.42,193.0,39.0,491
aj dillon,PHI,RB,0.0,0.0,0.0,0.0,35.0,145.0,4.1,1.0,4.0,29.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,8.33,131.0,27.0,492
tyson bagent,CHI,QB,188.0,1.0,1.0,6.3,4.0,22.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3,,1.0,0,0,8.2175,73.0,15.0,493
jacory croskey-merritt,WAS,RB,0.0,0.0,0.0,0.0,33.0,138.0,4.2,1.0,4.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,8.2,132.0,27.0,494
dorian thompson-robinson,PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.8,,1.0,0,0,8.175,74.0,15.0,495
brandon powell,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,9.7,0.0,25.0,0.0,178.0,0.0,1.0,7.1,,1.0,0,0,8.01,194.0,39.0,496
d'onta foreman,FA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,,1.0,0,0,7.98,133.0,27.0,497
clayton tune,ARI,QB,196.0,1.0,1.0,6.5,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.1,,1.0,0,0,7.8225,75.0,15.0,498
ronnie rers,LAR,RB,0.0,0.0,0.0,0.0,5.0,22.0,4.4,0.0,1.0,7.0,7.0,0.0,27.0,0.0,0.0,0.0,1.0,13.3,,1.0,0,0,7.57,134.0,27.0,499
eric saubert,SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,9.5,0.0,0.0,0.0,0.0,0.0,1.0,15.7,,1.0,0,0,7.4399999999999995,97.0,20.0,500
ryan miller,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.8,,1.0,0,0,7.4399999999999995,195.0,39.0,501
ainias smith,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,9.0,0.0,1.0,10.7,,1.0,0,0,6.85,196.0,40.0,502
davis allen,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,10.3,0.0,0.0,0.0,0.0,0.0,1.0,3.9,,1.0,0,0,6.839999999999999,98.0,20.0,503
julius chestnut,TEN,RB,0.0,0.0,0.0,0.0,10.0,41.0,4.1,0.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,,1.0,0,0,6.77,135.0,27.0,504
clyde edwards-helaire,NO,RB,0.0,0.0,0.0,0.0,10.0,41.0,4.1,0.0,3.0,22.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,7.0,,1.0,0,0,6.74,136.0,28.0,505
dylan laube,LV,RB,0.0,0.0,0.0,0.0,6.0,25.0,4.2,0.0,3.0,22.0,7.3,0.0,43.0,0.0,0.0,0.0,1.0,-2.0,,1.0,0,0,6.65,137.0,28.0,506
montrell johnson,PHI,RB,0.0,0.0,0.0,0.0,30.0,126.0,4.2,1.0,3.0,22.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,6.64,138.0,28.0,507
tyler badie,DEN,RB,0.0,0.0,0.0,0.0,10.0,41.0,4.1,0.0,3.0,22.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,6.4,,1.0,0,0,6.56,139.0,28.0,508
deuce vaughn,DAL,RB,0.0,0.0,0.0,0.0,8.0,31.0,3.9,0.0,2.0,15.0,7.5,0.0,0.0,0.0,0.0,0.0,1.0,8.8,,1.0,0,0,5.89,140.0,28.0,509
travis homer,CHI,RB,0.0,0.0,0.0,0.0,5.0,22.0,4.4,0.0,2.0,15.0,7.5,0.0,27.0,0.0,0.0,0.0,1.0,3.4,,1.0,0,0,5.859999999999999,141.0,29.0,510
sione vaki,DET,RB,0.0,0.0,0.0,0.0,5.0,22.0,4.4,0.0,3.0,23.0,7.7,0.0,0.0,0.0,0.0,0.0,1.0,5.1,,1.0,0,0,5.739999999999999,142.0,29.0,511
efton chism,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,5.739999999999999,197.0,40.0,512
jacob cowing,SF,WR,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,233.0,0.0,1.0,6.7,,1.0,0,0,5.6499999999999995,198.0,40.0,513
skyy moore,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,5.53,199.0,40.0,514
chris manhertz,NYG,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,9.5,0.0,0.0,0.0,0.0,0.0,1.0,9.0,,1.0,0,0,5.43,99.0,20.0,515
tommy devito,NYG,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,,1.0,0,0,5.0625,76.0,16.0,516
lajohntay wester,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,12.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,4.6899999999999995,200.0,40.0,517
jordan watkins,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,4.619999999999999,203.0,41.0,518
jimmy horn,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,4.619999999999999,202.0,41.0,519
keandre lambert-smith,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,4.619999999999999,201.0,41.0,520
ian thomas,LV,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,9.7,0.0,0.0,0.0,0.0,0.0,1.0,0.7,,1.0,0,0,4.34,100.0,20.0,521
rondale moore,MIN,WR,0.0,0.0,0.0,0.0,4.0,21.0,5.3,0.0,3.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,4.199999999999999,204.0,41.0,522
jase mcclellan,FA,RB,0.0,0.0,0.0,0.0,8.0,34.0,4.3,0.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,,1.0,0,0,4.14,143.0,29.0,523
greg dulcich,NYG,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,9.5,0.0,0.0,0.0,0.0,0.0,1.0,2.8,,1.0,0,0,3.57,101.0,21.0,524
xavier hutchinson,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.7,,1.0,0,0,3.51,205.0,41.0,525
k.j. osborn,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.7,,1.0,0,0,3.51,206.0,42.0,526
bailey zappe,KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,,1.0,0,0,3.3749999999999996,77.0,16.0,527
isaiah neyor,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,3.08,207.0,42.0,528
connor heyward,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,,1.0,0,0,3.0,102.0,21.0,529
skylar thompson,PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9,,1.0,0,0,2.9625000000000004,78.0,16.0,530
parris campbell,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,,1.0,0,0,2.6999999999999997,208.0,42.0,531
jeff wilson,FA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6,,1.0,0,0,2.28,144.0,29.0,532
hayden hurst,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,,1.0,0,0,2.19,103.0,21.0,533
scotty miller,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,,1.0,0,0,2.07,209.0,42.0,534
ben skowronek,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,,1.0,0,0,2.07,210.0,42.0,535
rer cracraft,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.6,,1.0,0,0,1.9799999999999998,211.0,43.0,536
laviska shenault,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7,,1.0,0,0,1.71,212.0,43.0,537
marcus yarns,NO,RB,0.0,0.0,0.0,0.0,5.0,21.0,4.2,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,1.69,147.0,30.0,538
phil mafah,DAL,RB,0.0,0.0,0.0,0.0,5.0,21.0,4.2,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,1.69,148.0,30.0,539
corey kiner,SF,RB,0.0,0.0,0.0,0.0,5.0,21.0,4.2,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,1.69,149.0,30.0,540
raheim sanders,LAC,RB,0.0,0.0,0.0,0.0,5.0,21.0,4.2,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,1.69,146.0,30.0,541
donovan edwards,NYJ,RB,0.0,0.0,0.0,0.0,5.0,21.0,4.2,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,1.69,145.0,29.0,542
chris moore,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,1.68,213.0,43.0,543
odell beckham,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,,1.0,0,0,1.65,214.0,43.0,544
jonathon brooks,CAR,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,22.0,1.15,0,0,1.5524999999999998,150.0,30.0,545
peyton hendershot,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,,1.0,0,0,1.5299999999999998,104.0,21.0,546
tyquan thornton,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,,1.0,0,0,1.41,215.0,43.0,547
tim jones,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,,1.0,0,0,1.2299999999999998,217.0,44.0,548
terrace marshall,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,,1.0,0,0,1.2299999999999998,216.0,44.0,549
britain covey,LAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,,1.0,0,0,1.02,218.0,44.0,550
allen robinson,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,1.0,0,0,0.8999999999999999,219.0,44.0,551
david bell,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,,1.0,0,0,0.81,220.0,44.0,552
ronnie bell,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,,1.0,0,0,0.66,222.0,45.0,553
shane zylstra,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,,1.0,0,0,0.66,105.0,21.0,554
jamari thrash,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,,1.0,0,0,0.66,221.0,45.0,555
dallin holker,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,,1.0,0,0,0.63,106.0,22.0,556
josiah deguara,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,,1.0,0,0,0.42,107.0,22.0,557
mike white,BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,,1.0,0,0,0.41250000000000003,79.0,16.0,558
isaiah hodgins,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,,1.0,0,0,0.36,223.0,45.0,559
kyle allen,DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,,1.0,0,0,0.3,80.0,16.0,560
jack stoll,NO,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0,0,0.3,108.0,22.0,561
cody schrader,LAR,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,,1.0,0,0,0.27,151.0,31.0,562
tyrion davis-price,FA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,,1.0,0,0,0.21,152.0,31.0,563
isaiah williams,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,,1.0,0,0,0.18,224.0,45.0,564
jody fortson,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,,1.0,0,0,0.15,109.0,22.0,565
robbie chosen,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,,1.0,0,0,0.15,225.0,45.0,566
sam howell,MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,,1.0,0,0,0.075,81.0,17.0,567
joshua kelley,FA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,,1.0,0,0,0.06,153.0,31.0,568
kobe hudson,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,231.0,47.0,569
trenton irwin,JAX,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,232.0,47.0,570
isaiah mckenzie,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,234.0,47.0,571
danny gray,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,233.0,47.0,572
joey slye,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,,1.0,0,0,0.0,44.0,9.0,573
spencer shrader,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,,1.0,0,0,0.0,43.0,9.0,574
drew stevens,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,45.0,9.0,575
justin tucker,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143.0,,1.0,0,0,0.0,46.0,10.0,576
matthew wright,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,,1.0,0,0,0.0,47.0,10.0,577
cade york,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,48.0,10.0,578
brayden narveson,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,,1.0,0,0,0.0,33.0,7.0,579
riley patterson,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,,1.0,0,0,0.0,34.0,7.0,580
matt prater,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,,1.0,0,0,0.0,36.0,8.0,581
eddy pineiro,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,,1.0,0,0,0.0,35.0,7.0,582
a.t. perry,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,236.0,48.0,583
zach pascal,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,235.0,47.0,584
chase claypool,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,229.0,46.0,585
richie james,FA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,230.0,46.0,586
jason brownlee,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,227.0,46.0,587
ja'corey brooks,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,228.0,46.0,588
jamal agnew,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,226.0,46.0,589
daniel carlson,LV,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,145.0,,1.0,0,0,0.0,9.0,2.0,590
caden davis,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,10.0,2.0,591
chase mclaughlin,TB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,,1.0,0,0,0.0,27.0,6.0,592
brandon mcmanus,GB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,,1.0,0,0,0.0,28.0,6.0,593
evan mcpherson,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,,1.0,0,0,0.0,29.0,6.0,594
jake briningstool,KC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,110.0,22.0,595
harrison mevis,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,30.0,6.0,596
anders carlson,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,,1.0,0,0,0.0,8.0,2.0,597
jake moody,SF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0,,1.0,0,0,0.0,31.0,7.0,598
john parker romo,NE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,38.0,8.0,599
chad ryland,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,,1.0,0,0,0.0,39.0,8.0,600
jason sanders,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,,1.0,0,0,0.0,40.0,8.0,601
will reichard,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0,,1.0,0,0,0.0,37.0,8.0,602
cairo santos,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,,1.0,0,0,0.0,41.0,9.0,603
austin seibert,FA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,,1.0,0,0,0.0,42.0,9.0,604
kaden prather,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,237.0,48.0,605
equanimeous st. brown,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,240.0,48.0,606
zach wilson,MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,97.0,20.0,607
will howard,PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,82.0,17.0,608
sam hartman,WAS,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,83.0,17.0,609
antwane wells,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,239.0,48.0,610
donald parham,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,112.0,23.0,611
oscar delp,FA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,111.0,23.0,612
frank gore,BUF,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,0,0.0,160.0,32.0,613
